x,y
12938887.276522756,4859256.159044804
12947107.441681402,4860534.898497481
12946850.071018688,4844084.906258222
12951923.3454921,4877678.94160264
12967599.578824593,4860539.546118908
12951174.053999571,4870790.0855554985
12965330.998921717,4865765.429955813
12968650.32349819,4853852.85172474
12946850.071018688,4844084.906258222
12982987.383356437,4851925.572918031
12968248.014858464,4851993.775956495
12973955.699109906,4853213.96384035
12950613.337724447,4862511.786303709
12953462.114813337,4837170.176994191
12968911.812982064,4870240.387580414
12954284.654530808,4853986.091583329
12948398.413816134,4856763.34458616
12966089.084654016,4860807.368977881
12934776.693005722,4841654.746005661
12946180.70692055,4864556.049531348
12944808.360238047,4869487.637196403
12976781.433064202,4846104.788697458
12948272.288833063,4870671.15862859
12975274.501117334,4874666.023220698
12959569.43603673,4871472.852580532
12920486.4986531,4823905.679825659
12953316.954197343,4866891.6826793505
12959616.301542351,4844882.427345796
12970662.200655298,4854609.933328835
12951300.401621623,4858465.615896442
12978221.795955578,4836220.709681349
12949194.904772758,4872494.473846063
12955069.456940902,4865518.979310864
12959272.992232747,4869855.137391319
12953351.79719796,4878669.482995841
12931571.693546293,4831989.41378202
12951226.81943821,4865792.7491541635
13034585.19185352,4886558.502976269
12956672.457608325,4842995.450718098
12934331.860320512,4856161.579277642
12965832.38190825,4849202.477220204
12949864.268870896,4876293.542875324
12908872.87013711,4932247.920618067
12954459.982728807,4877141.6638006745
12984169.48502917,4847713.563288955
12947894.693120293,4863282.022114717
12969863.817267327,4857960.595733151
12910272.824053327,4932594.209809228
12947599.807789182,4864109.271384153
12964835.293229215,4865250.738690423
12955509.83684648,4865291.134159765
12969760.40146038,4855588.157706753
12939872.565335767,4853425.712453841
12963511.704483682,4847296.840759762
12945074.302501554,4861501.069577816
12959297.927798681,4860037.179879915
12960263.735700808,4875106.73188612
12958218.128737988,4864626.373517247
12949363.887759782,4834380.713236688
12990708.169279385,4847863.982217032
12954797.948702857,4841619.955033975
12949022.804839995,4866935.136797451
12941979.398018518,4889901.774074686
12968051.758596193,4860002.905456924
12949001.320178268,4826366.3987957565
12969863.817267327,4857960.595733151
12962801.820090894,4850607.169514694
12945374.085890261,4841716.35531625
12967256.492153967,4848152.932189528
12928453.300650703,4828114.582671514
12973402.441240663,4852920.658098823
12942500.039276961,4848314.092170475
12953402.558885764,4845094.288690186
12950172.95781887,4840778.195531385
12970127.087863054,4858308.357008935
12965784.95980517,4852948.2322433395
12938731.206596663,4896317.815739419
12966665.719616326,4851228.187421023
12956761.401881466,4858777.382103998
12976864.922682298,4852475.709057165
12959086.198127193,4865063.148935483
12937215.03513206,4898985.361438184
12942784.126617463,4851209.9045640845
12958428.077297624,4852651.306267551
12965352.038305478,4836610.743903636
12950154.812741868,4847836.56721881
12958695.578034,4874851.758443762
12944429.985288842,4881996.116576394
12924252.770985108,4851994.9368633265
12987160.08314933,4850384.3089933
12969393.492418727,4853829.338993919
12972864.434141658,4830853.204398283
12958413.717083313,4852031.7957257135
12966263.856254565,4861261.98722282
12948581.979656452,4832604.347337613
12984169.48502917,4847713.563288955
12959753.669793993,4872215.865861738
12960391.641795728,4861715.464240394
12964225.485058649,4864571.305725632
12977717.073384319,4854732.441984668
12926269.212241337,4827224.457237046
12942577.517642554,4854287.556984108
12962857.257197307,4847431.4432742465
12961236.222772377,4833423.979780435
12943125.320856746,4849615.942780007
12961691.853448194,4854096.981019139
12924252.770985108,4851994.9368633265
12985674.524544695,4885881.830162555
13036390.12607724,4886578.8897916805
12947788.828284549,4843494.491810434
12944495.775107902,4860392.130436503
12962309.231344132,4837417.230094997
12951239.732499141,4826281.870714794
12989362.093996713,4849310.847057463
12950833.193718763,4858427.4262978295
12954298.012869706,4848928.874022548
12966590.57896004,4870611.841085716
12955156.39746321,4848001.638561799
12957290.280782226,4860583.1176755605
12959005.268857388,4882581.256304173
12972127.6104321,4860681.154377045
13036634.917637493,4886346.482586281
12950017.221851248,4831672.982536434
12969317.461206514,4831820.118196103
12958001.389689412,4860386.7567042
12987192.143162679,4883960.692700901
12972852.856914619,4830166.704724358
12963077.224511115,4850664.481458711
12962968.020090645,4836536.126220296
12963366.76650667,4851184.076458395
12960283.216611695,4873434.9063209295
12954197.380050028,4837182.92797205
12946253.95514549,4880309.011753923
12961063.343603173,4859007.2560503315
12965784.95980517,4852948.2322433395
12932564.440765187,4895538.739075446
12959399.89645225,4850898.0854576165
12966089.641251473,4846886.372352747
12961338.080106452,4864564.622056679
12920251.280569052,4816128.221489652
12950336.820109315,4855030.301082154
12940797.741623748,4850473.104383761
12975077.799577104,4836656.8187910225
12988001.658499729,4852323.624062324
12985130.72883217,4850614.859452552
12948177.667265888,4854827.372716151
12945602.736124352,4864926.127831095
12946850.071018688,4844084.906258222
12961443.833622705,4861898.7782534165
12967253.82048619,4853079.863555664
12959075.511456078,4864719.5099763125
12973046.886787072,4830403.593176489
12950465.282801691,4876417.628761334
12958509.785803868,4861965.306679996
12961919.613126356,4859181.516535191
12982967.457167584,4847745.039385648
12963399.717075944,4863699.851379191
12949621.592380967,4862106.49949029
12964444.005219076,4855867.605857723
12965429.85062954,4852583.09871827
12983643.500435172,4909208.537781624
12959605.392232254,4850568.8650071435
12942316.584756132,4852590.79018446
12960136.386203337,4860297.72745433
12960267.07528553,4863198.777981958
12966018.508096855,4849688.482369789
12943690.823869977,4855405.39560804
12958945.712929813,4863428.318468838
12966867.541853135,4863409.867866432
12949718.106379488,4870809.71299719
12966440.631605944,4836202.889017311
12943967.007526634,4882446.176201915
12931963.315514905,4832657.355632525
12982463.736471744,4851397.232889025
12933060.480416162,4831101.114649578
12959243.047289722,4865716.60434184
12982584.184160784,4847744.894334282
12954449.852655144,4866924.963575481
12949278.394390851,4851499.387079942
12941238.232848817,4849435.611652237
12946129.833913257,4861642.691549332
12947428.70973183,4847512.379714625
12961580.088679437,4857441.372327468
12957623.237379191,4859575.792166584
12922899.793894008,4857411.172248602
12983215.1430346,4882647.341422225
12989253.112215227,4850453.807278863
12958407.260552846,4860668.082760926
12951001.174830372,4861881.347298319
